ingredient_name,form_id,effect_name,effect_form_id,base_cost,magnitude,duration,power_affects_magnitude,power_affects_duration,no_magnitude,no_duration,beneficial,harmful,hostile,duration_based,keyword_editor_ids,source_effect_form_id,resolved_effect_form_id
Putrefied Flesh,0x1CCA136,Damage Magicka Regen,0x73F2B,0.36,3.69,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagickaRegen_CACO,0x73F2B,0x73F2B
Putrefied Flesh,0x1CCA136,Drain Strength,0x80476F6,0.67,2.48,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x80476F6,0x80476F6
Putrefied Flesh,0x1CCA136,Resist Poison,0x90041,0.157,0.99,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041
Pygmy Sunfish,0x50008ED,Stamina,0x3EB16,4.7,10.64,1,1,0,0,0,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Pygmy Sunfish,0x50008ED,Lingering Damage Undead,0x10DE5E,12.8,0.4,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E
Pygmy Sunfish,0x50008ED,Damage Magicka Regen,0x73F2B,0.36,2.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagickaRegen_CACO,0x73F2B,0x73F2B
Pygmy Sunfish,0x50008ED,Fortify Restoration,0x3EB28,0.235,1.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28
Racer Plumes,0x1CCA142,Speed,0x80425F1,0.098,2.2,120,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifySpeed_CACO,0x80425F1,0x80425F1
Racer Plumes,0x1CCA142,Fortify Sneak,0x3EB22,0.89,1.27,60,1,0,0,0,1,0,0,0,MagicAlchFortifySneak;MagicAlchBeneficial,0x3EB22,0x3EB22
Racer Plumes,0x1CCA142,Stamina Regeneration,0x3EB08,0.0252,5.53,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Racer Plumes,0x1CCA142,Damage Undead,0x10DE5F,8.3,7.65,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x10DE5F,0x10DE5F
Red Admiral Butterfly,0x833F5E6,Magic Aversion,0x73F51,0.43,4.77,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Red Admiral Butterfly,0x833F5E6,Health,0x3EB15,5.3,8.33,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Red Admiral Butterfly,0x833F5E6,Damage Stamina Regen,0x73F2C,0.345,3.02,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Red Admiral Butterfly,0x833F5E6,Resist Poison,0x90041,0.157,2.32,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041
Red Cracker Butterfly,0x833A4CF,Fortify Pickpocket,0x3EB20,0.27,2.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyPickPocket;MagicAlchBeneficial,0x3EB20,0x3EB20
Red Cracker Butterfly,0x833A4CF,Poison Aversion,0x90042,0.39,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Red Cracker Butterfly,0x833A4CF,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Red Cracker Butterfly,0x833A4CF,Ravage Health,0x73F26,0.55,6.26,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Red Kelp Gas Bladder,0xFE004817,Speed,0x80425F1,0.098,2,120,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifySpeed_CACO,0x80425F1,0x80425F1
Red Kelp Gas Bladder,0xFE004817,Waterbreathing,0x3AC2D,7.7,0,21,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Red Kelp Gas Bladder,0xFE004817,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Red Kelp Gas Bladder,0xFE004817,Magicka Fortification,0x3EAF8,0.13,4.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Red Lichen,0x8A1005D,Slow,0x73F25,0.3,50,402,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
Red Lichen,0x8A1005D,Fortify Speech,0xD6947,0.27,3.3,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Red Lichen,0x8A1005D,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Red Lichen,0x8A1005D,Drain Intelligence,0x804C7FB,0.67,2.48,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDrainIntelligence_CACO,0x804C7FB,0x804C7FB
Red Mountain Flower,0x77E1D,Drain Intelligence,0x804C7FB,0.67,1.38,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDrainIntelligence_CACO,0x804C7FB,0x804C7FB
Red Mountain Flower,0x77E1D,Health Fortification,0x3EAF3,0.13,2.22,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Red Mountain Flower,0x77E1D,Damage Magicka Regen,0x73F2B,0.36,1.34,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagickaRegen_CACO,0x73F2B,0x73F2B
Red Mountain Flower,0x77E1D,Health,0x3EB15,5.3,2.77,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Red Mountain Flower Extract,0x85A46C2,Drain Intelligence,0x804C7FB,0.67,2.75,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDrainIntelligence_CACO,0x804C7FB,0x804C7FB
Red Mountain Flower Extract,0x85A46C2,Health Fortification,0x3EAF3,0.13,5.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Red Mountain Flower Extract,0x85A46C2,Damage Magicka Regen,0x73F2B,0.36,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagickaRegen_CACO,0x73F2B,0x73F2B
Red Mountain Flower Extract,0x85A46C2,Health,0x3EB15,5.3,9.25,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Redbelly Dace,0x83353B6,Fortify Restoration,0x3EB28,0.235,2.86,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28
Redbelly Dace,0x83353B6,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Redbelly Dace,0x83353B6,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Redbelly Dace,0x83353B6,Frost Aversion,0x73F2E,0.32,2.23,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Redwort Flower,0xFE004818,Fortify Destruction,0x3EB26,0.325,3.08,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26
Redwort Flower,0xFE004818,Ravage Health,0x73F26,0.55,7.3,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Redwort Flower,0xFE004818,Resist Frost,0x3EAEB,0.365,2.2,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Redwort Flower,0xFE004818,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Redwort Flower,0x8A10000,Fortify Destruction,0x3EB26,0.325,3.08,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26
Redwort Flower,0x8A10000,Ravage Health,0x73F26,0.55,7.3,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Redwort Flower,0x8A10000,Resist Frost,0x3EAEB,0.365,2.2,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Redwort Flower,0x8A10000,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
River Betty,0x106E1A,Damage Health,0x3EB42,7.9,8.69,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x3EB42,0x3EB42
River Betty,0x106E1A,Fortify Alteration,0x3EB24,0.172,4.57,60,1,0,0,0,1,0,0,0,MagicAlchFortifyAlteration;MagicAlchBeneficial,0x3EB24,0x3EB24
River Betty,0x106E1A,Slow,0x73F25,0.3,50,335,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
River Betty,0x106E1A,Feather,0x3EB01,0.047,2.65,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Rock Warbler Egg,0x7E8C8,Health,0x3EB15,5.3,9.25,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Rock Warbler Egg,0x7E8C8,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Rock Warbler Egg,0x7E8C8,Magic Aversion,0x73F51,0.43,3.32,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Rock Warbler Egg,0x7E8C8,Damage Stamina,0x3A2C6,4.6,3.89,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageStamina,0x3A2C6,0x3A2C6
Roobrush,0xFE004819,Fortify Pickpocket,0x3EB20,0.27,3.36,60,1,0,0,0,1,0,0,0,MagicAlchFortifyPickPocket;MagicAlchBeneficial,0x3EB20,0x3EB20
Roobrush,0xFE004819,Damage Stamina Regen,0x73F2C,0.345,3.85,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Roobrush,0xFE004819,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Roobrush,0xFE004819,Lingering Damage Health,0x10AA4A,12.4,0.28,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Roobrush,0x833A4D0,Fortify Pickpocket,0x3EB20,0.27,3.36,60,1,0,0,0,1,0,0,0,MagicAlchFortifyPickPocket;MagicAlchBeneficial,0x3EB20,0x3EB20
Roobrush,0x833A4D0,Damage Stamina Regen,0x73F2C,0.345,3.85,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Roobrush,0x833A4D0,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Roobrush,0x833A4D0,Lingering Damage Health,0x10AA4A,12.4,0.28,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Rot Scale,0x100306D,Slow,0x73F25,0.3,50,402,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
Rot Scale,0x100306D,Lingering Damage Health,0x10AA4A,12.4,0.4,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Rot Scale,0x100306D,Fear,0x73F20,0.62,2.52,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFear,0x73F20,0x73F20
Rot Scale,0x100306D,Paralysis,0x73F30,204,0,48,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful;MagicAlchDurationBased,0x73F30,0x73F30
Ruby Shiner,0x833A4D2,Resist Disease,0x806AE45,0.015,100,2331,0,1,0,0,1,0,0,1,MagicAlchResistDisease_CACO;MagicAlchBeneficial;MagicAlchDurationBased,0x806AE45,0x806AE45
Ruby Shiner,0x833A4D2,Frost Aversion,0x73F2E,0.32,4.9,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Ruby Shiner,0x833A4D2,Health,0x3EB15,5.3,9.71,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Ruby Shiner,0x833A4D2,Magicka,0x3EB17,4.7,4.63,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Sabre Cat Eye,0x6BC07,Night Eye,0x804C7FD,10.5,0,865,0,1,1,0,1,0,0,1,MagicNightEye;MagicAlchBeneficial;MagicAlchDurationBased,0x804C7FD,0x804C7FD
Sabre Cat Eye,0x6BC07,Stamina,0x3EB16,4.7,10.64,1,1,0,0,0,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Sabre Cat Eye,0x6BC07,Ravage Health,0x73F26,0.55,5.21,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Sabre Cat Eye,0x6BC07,Damage Magicka,0x3A2B6,4.6,6.11,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagicka,0x3A2B6,0x3A2B6
Sabre Cat Tooth,0x6BC04,Stamina Fortification,0x3EAF9,0.13,6.11,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Sabre Cat Tooth,0x6BC04,Poison Aversion,0x90042,0.39,3.52,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Sabre Cat Tooth,0x6BC04,Fortify One-handed,0x3EB19,0.325,2.94,60,1,0,0,0,1,0,0,0,MagicAlchFortifyOneHanded;MagicAlchBeneficial,0x3EB19,0x3EB19
Sabre Cat Tooth,0x6BC04,Fortify Heavy Armor,0x3EB1E,0.51,1.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHeavyArmor;MagicAlchBeneficial,0x3EB1E,0x3EB1E
Salmon Roe,0x3003545,Waterbreathing,0x3AC2D,7.7,0,898,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Salmon Roe,0x3003545,Magicka Fortification,0x3EAF8,0.13,6.11,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Salmon Roe,0x3003545,Magicka Regeneration,0x3EB07,0.0252,4.15,240,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Salmon Roe,0x3003545,Stamina,0x3EB16,4.7,2.78,1,1,0,0,0,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Salt Pile,0x74A19,Fortify Unarmed,0x804C7FE,1.43,0.27,60,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifyUnarmed_CACO,0x804C7FE,0x804C7FE
Salt Pile,0x74A19,Stamina Regeneration,0x3EB08,0.0252,2.77,180,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Salt Pile,0x74A19,Magic Aversion,0x73F51,0.43,1.66,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Salt Pile,0x74A19,Damage Stamina Regen,0x73F2C,0.345,1.01,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Salt Pile,0x34CDF,Fortify Unarmed,0x804C7FE,1.43,0.27,60,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifyUnarmed_CACO,0x804C7FE,0x804C7FE
Salt Pile,0x34CDF,Stamina Regeneration,0x3EB08,0.0252,2.77,180,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Salt Pile,0x34CDF,Magic Aversion,0x73F51,0.43,1.66,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Salt Pile,0x34CDF,Damage Stamina Regen,0x73F2C,0.345,1.01,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Saltrice,0xFE00481A,Stamina Regeneration,0x3EB08,0.0252,5.53,180,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Saltrice,0xFE00481A,Health Fortification,0x3EAF3,0.13,3.33,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Saltrice,0xFE00481A,Damage Undead,0x10DE5F,8.3,3.48,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x10DE5F,0x10DE5F
Saltrice,0xFE00481A,Stamina Fortification,0x3EAF9,0.13,2.22,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Saltrice,0x1CCA116,Stamina Regeneration,0x3EB08,0.0252,5.53,180,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Saltrice,0x1CCA116,Health Fortification,0x3EAF3,0.13,3.33,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Saltrice,0x1CCA116,Damage Undead,0x10DE5F,8.3,3.48,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x10DE5F,0x10DE5F
Saltrice,0x1CCA116,Stamina Fortification,0x3EAF9,0.13,2.22,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Saltrice Extract,0x85A46C0,Stamina Regeneration,0x3EB08,0.0252,5.53,240,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Saltrice Extract,0x85A46C0,Health Fortification,0x3EAF3,0.13,5.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Saltrice Extract,0x85A46C0,Damage Undead,0x10DE5F,8.3,6.95,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x10DE5F,0x10DE5F
Saltrice Extract,0x85A46C0,Stamina Fortification,0x3EAF9,0.13,5.55,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Sawtooth Butterfly,0x80D041A,Fortify Archery,0x3EB1B,0.325,2.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B
Sawtooth Butterfly,0x80D041A,Night Eye,0x804C7FD,10.5,0,499,0,1,1,0,1,0,0,1,MagicNightEye;MagicAlchBeneficial;MagicAlchDurationBased,0x804C7FD,0x804C7FD
Sawtooth Butterfly,0x80D041A,Resist Paralysis,0x806AE49,19,0,232,0,1,1,0,1,0,0,1,MagicAlchResistParalysis_CACO;MagicAlchDurationBased;MagicAlchBeneficial,0x806AE49,0x806AE49
Sawtooth Butterfly,0x80D041A,Frost Aversion,0x73F2E,0.32,3.12,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Scalon Fin,0xFE00481B,Waterbreathing,0x3AC2D,7.7,0,665,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Scalon Fin,0xFE00481B,Damage Health,0x3EB42,7.9,6.95,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x3EB42,0x3EB42
Scalon Fin,0xFE00481B,Shock Aversion,0x73F2F,0.32,4.3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessShock,0x73F2F,0x73F2F
Scalon Fin,0xFE00481B,Slow,0x73F25,0.3,50,335,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
Scaly Pholiota,0x6F950,Feather,0x3EB01,0.047,3.31,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Scaly Pholiota,0x6F950,Stamina Regeneration,0x3EB08,0.0252,4.15,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Scaly Pholiota,0x6F950,Speed,0x80425F1,0.098,2.5,60,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifySpeed_CACO,0x80425F1,0x80425F1
Scaly Pholiota,0x6F950,Magic Aversion,0x73F51,0.43,1.66,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Scamp Skin,0x8A10127,Lingering Damage Health,0x10AA4A,12.4,0.6,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Scamp Skin,0x8A10127,Resist Shock,0x3EAEC,0.365,2.64,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Scamp Skin,0x8A10127,Damage Magicka,0x3A2B6,4.6,19.43,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagicka,0x3A2B6,0x3A2B6
Scamp Skin,0x8A10127,Fortify Block,0x3EB1C,0.49,1.86,60,1,0,0,0,1,0,0,0,MagicAlchFortifyBlock;MagicAlchBeneficial,0x3EB1C,0x3EB1C
Scathecraw,0x4017E97,Ravage Health,0x73F26,0.55,9.73,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Scathecraw,0x4017E97,Lingering Damage Health,0x10AA4A,12.4,0.48,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Scathecraw,0x4017E97,Fatigue,0x73F23,23.6,0,4,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchFatigue_CACO,0x73F23,0x73F23
Scathecraw,0x4017E97,Silence,0x73F27,113,0,72,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchSilence_CACO,0x73F27,0x73F27
Screaming Maw,0x100306E,Magicka Regeneration,0x3EB07,0.0252,6.91,240,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Screaming Maw,0x100306E,Fortify Alteration,0x3EB24,0.172,4.57,60,1,0,0,0,1,0,0,0,MagicAlchFortifyAlteration;MagicAlchBeneficial,0x3EB24,0x3EB24
Screaming Maw,0x100306E,Invisibility,0x3EB3D,27,0,281,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D
Screaming Maw,0x100306E,Health Regeneration,0x3EB06,0.0252,4.15,180,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Scrib Jelly,0xFE00481C,Fortify Restoration,0x3EB28,0.235,2.48,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28
Scrib Jelly,0xFE00481C,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Scrib Jelly,0xFE00481C,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Scrib Jelly,0xFE00481C,Fortify Alteration,0x3EB24,0.172,2.49,60,1,0,0,0,1,0,0,0,MagicAlchFortifyAlteration;MagicAlchBeneficial,0x3EB24,0x3EB24
Scrib Jelly,0x1CCA140,Fortify Restoration,0x3EB28,0.235,2.48,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28
Scrib Jelly,0x1CCA140,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Scrib Jelly,0x1CCA140,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Scrib Jelly,0x1CCA140,Fortify Alteration,0x3EB24,0.172,2.49,60,1,0,0,0,1,0,0,0,MagicAlchFortifyAlteration;MagicAlchBeneficial,0x3EB24,0x3EB24
Scrib Jerky,0xFE00481D,Stamina,0x3EB16,4.7,13.88,1,1,0,0,0,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Scrib Jerky,0xFE00481D,Resist Poison,0x90041,0.157,3.31,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041
Scrib Jerky,0xFE00481D,Resist Disease,0x806AE45,0.015,100,1665,0,1,0,0,1,0,0,1,MagicAlchResistDisease_CACO;MagicAlchBeneficial;MagicAlchDurationBased,0x806AE45,0x806AE45
Scrib Jerky,0xFE00481D,Fortify Block,0x3EB1C,0.49,0.78,60,1,0,0,0,1,0,0,0,MagicAlchFortifyBlock;MagicAlchBeneficial,0x3EB1C,0x3EB1C
Silverjaw Minnow,0x833F5D7,Damage Undead,0x10DE5F,8.3,8.34,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x10DE5F,0x10DE5F
Silverjaw Minnow,0x833F5D7,Waterbreathing,0x3AC2D,7.7,0,698,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Silverjaw Minnow,0x833F5D7,Lingering Damage Undead,0x10DE5E,12.8,0.4,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E
Silverjaw Minnow,0x833F5D7,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Silverside,0x106E1C,Damage Stamina Regen,0x73F2C,0.345,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
